modelo,C,covariables,H,MAE,RMSE,MAPE,R2,t_inf_s,n_ventanas,escenario
chronos2,512,PF,12,3.992228009259259,5.163201746858305,18.378251568381668,0.30258522496695106,0.018139511083265662,36,ft_C512_PF
chronos2,512,PF,24,4.0007523148148145,5.034209370956011,18.091821451655168,0.25143888459465624,0.018139511083265662,36,ft_C512_PF
chronos2,512,PF,48,4.2299204282407405,5.260647021281517,19.129841072213157,0.2165164869103925,0.018139511083265662,36,ft_C512_PF
ttm,512,U,6,3.6760300098651295,4.6150626474635565,17.840315427594216,0.30857083653255646,0.0004731147491838783,36,zs_U
ttm,512,U,12,3.91461203372037,4.9915135412520835,18.135971039536745,0.3481953399315435,0.0004731147491838783,36,zs_U
ttm,512,U,24,4.001288246799398,4.951263339796124,18.138023332597385,0.27590296839826467,0.0004731147491838783,36,zs_U
ttm,512,U,48,4.423661511805323,5.37754315225953,19.861867834785336,0.1813102648544489,0.0004731147491838783,36,zs_U
ttm,512,U,6,3.5751431028174343,4.572685671944059,17.475602074291107,0.3212103844162634,0.0001270119440353786,36,ft5_U
ttm,512,U,12,3.79913105752733,4.924007070828038,17.601748940783494,0.3657064580308732,0.0001270119440353786,36,ft5_U
ttm,512,U,24,3.869106165656337,4.857625066527644,17.546893803717726,0.30303222581007594,0.0001270119440353786,36,ft5_U
ttm,512,U,48,4.3298017330081375,5.306439562200214,19.437963553628798,0.20281708695647438,0.0001270119440353786,36,ft5_U
ttm,512,P,6,3.694156600205355,4.658255218663723,18.00395693281911,0.29556804210780707,0.00016314272296666686,36,ft5_P
ttm,512,P,12,3.9672896371064357,5.0725639953035495,18.392452150013515,0.32685593129078594,0.00016314272296666686,36,ft5_P
ttm,512,P,24,4.019508097260086,4.969362924110456,18.175415551035424,0.2705993483238187,0.00016314272296666686,36,ft5_P
ttm,512,P,48,4.414779327578015,5.365222027814052,19.76400092229527,0.1850575605472683,0.00016314272296666686,36,ft5_P
ttm,512,F,6,3.588204023144232,4.586117367376719,17.61842852089684,0.31721680755791937,0.00027690475043426786,36,ft5_F
ttm,512,F,12,3.7145709747738302,4.861738711257517,17.404778036552106,0.3816474120014799,0.00027690475043426786,36,ft5_F
ttm,512,F,24,3.776644661161635,4.828362406990638,17.350426802012237,0.31140409460918184,0.00027690475043426786,36,ft5_F
ttm,512,F,48,4.1954576142628985,5.190316919377955,19.124418968142855,0.23732538738095055,0.00027690475043426786,36,ft5_F
ttm,512,PF,6,3.6720407788967955,4.5933142885651925,17.49439841578912,0.3150721644481149,0.0003782627787182315,36,ft5_PF
ttm,512,PF,12,3.9426027056905957,5.015789050495902,17.880492892447055,0.3418400065857612,0.0003782627787182315,36,ft5_PF
ttm,512,PF,24,4.025924511971296,4.969187556678973,18.021712517333558,0.27065082810653984,0.0003782627787182315,36,ft5_PF
ttm,512,PF,48,4.44266659076567,5.386296778860242,19.712933136234586,0.1786427503783231,0.0003782627787182315,36,ft5_PF
