modelo,fuente_cuantil,nominal,h,cobertura,anchura_media
c2_F_C1024,nativa,50,1,41.67,3.773
c2_F_C1024,nativa,50,2,36.11,4.466
c2_F_C1024,nativa,50,3,47.22,4.831
c2_F_C1024,nativa,50,4,38.89,5.017
c2_F_C1024,nativa,50,5,38.89,5.172
c2_F_C1024,nativa,50,6,44.44,5.235
c2_F_C1024,nativa,50,7,33.33,5.314
c2_F_C1024,nativa,50,8,25.0,5.356
c2_F_C1024,nativa,50,9,50.0,5.394
c2_F_C1024,nativa,50,10,50.0,5.382
c2_F_C1024,nativa,50,11,50.0,5.404
c2_F_C1024,nativa,50,12,38.89,5.401
c2_F_C1024,nativa,50,13,50.0,5.443
c2_F_C1024,nativa,50,14,50.0,5.486
c2_F_C1024,nativa,50,15,44.44,5.492
c2_F_C1024,nativa,50,16,47.22,5.547
c2_F_C1024,nativa,50,17,47.22,5.637
c2_F_C1024,nativa,50,18,50.0,5.695
c2_F_C1024,nativa,50,19,41.67,5.777
c2_F_C1024,nativa,50,20,38.89,5.872
c2_F_C1024,nativa,50,21,44.44,5.954
c2_F_C1024,nativa,50,22,44.44,5.979
c2_F_C1024,nativa,50,23,27.78,6.01
c2_F_C1024,nativa,50,24,44.44,6.049
c2_F_C1024,nativa,50,25,50.0,6.051
c2_F_C1024,nativa,50,26,50.0,6.109
c2_F_C1024,nativa,50,27,41.67,6.029
c2_F_C1024,nativa,50,28,47.22,6.064
c2_F_C1024,nativa,50,29,38.89,6.143
c2_F_C1024,nativa,50,30,41.67,6.167
c2_F_C1024,nativa,50,31,33.33,6.183
c2_F_C1024,nativa,50,32,36.11,6.223
c2_F_C1024,nativa,50,33,44.44,6.276
c2_F_C1024,nativa,50,34,44.44,6.3
c2_F_C1024,nativa,50,35,30.56,6.293
c2_F_C1024,nativa,50,36,44.44,6.379
c2_F_C1024,nativa,50,37,44.44,6.447
c2_F_C1024,nativa,50,38,52.78,6.45
c2_F_C1024,nativa,50,39,50.0,6.424
c2_F_C1024,nativa,50,40,41.67,6.457
c2_F_C1024,nativa,50,41,44.44,6.564
c2_F_C1024,nativa,50,42,50.0,6.635
c2_F_C1024,nativa,50,43,44.44,6.603
c2_F_C1024,nativa,50,44,47.22,6.632
c2_F_C1024,nativa,50,45,41.67,6.725
c2_F_C1024,nativa,50,46,38.89,6.764
c2_F_C1024,nativa,50,47,38.89,6.834
c2_F_C1024,nativa,50,48,38.89,6.875
c2_F_C1024,nativa,80,1,75.0,7.641
c2_F_C1024,nativa,80,2,75.0,8.893
c2_F_C1024,nativa,80,3,69.44,9.589
c2_F_C1024,nativa,80,4,72.22,9.907
c2_F_C1024,nativa,80,5,66.67,10.219
c2_F_C1024,nativa,80,6,66.67,10.446
c2_F_C1024,nativa,80,7,63.89,10.479
c2_F_C1024,nativa,80,8,69.44,10.573
c2_F_C1024,nativa,80,9,72.22,10.615
c2_F_C1024,nativa,80,10,69.44,10.592
c2_F_C1024,nativa,80,11,66.67,10.633
c2_F_C1024,nativa,80,12,66.67,10.64
c2_F_C1024,nativa,80,13,77.78,10.808
c2_F_C1024,nativa,80,14,77.78,10.875
c2_F_C1024,nativa,80,15,77.78,10.914
c2_F_C1024,nativa,80,16,80.56,11.035
c2_F_C1024,nativa,80,17,83.33,11.371
c2_F_C1024,nativa,80,18,83.33,11.468
c2_F_C1024,nativa,80,19,83.33,11.595
c2_F_C1024,nativa,80,20,80.56,11.784
c2_F_C1024,nativa,80,21,69.44,11.932
c2_F_C1024,nativa,80,22,80.56,12.06
c2_F_C1024,nativa,80,23,66.67,12.098
c2_F_C1024,nativa,80,24,72.22,12.173
c2_F_C1024,nativa,80,25,75.0,12.274
c2_F_C1024,nativa,80,26,80.56,12.284
c2_F_C1024,nativa,80,27,83.33,12.279
c2_F_C1024,nativa,80,28,75.0,12.364
c2_F_C1024,nativa,80,29,77.78,12.481
c2_F_C1024,nativa,80,30,77.78,12.575
c2_F_C1024,nativa,80,31,72.22,12.558
c2_F_C1024,nativa,80,32,66.67,12.636
c2_F_C1024,nativa,80,33,66.67,12.717
c2_F_C1024,nativa,80,34,69.44,12.748
c2_F_C1024,nativa,80,35,61.11,12.729
c2_F_C1024,nativa,80,36,80.56,12.881
c2_F_C1024,nativa,80,37,80.56,13.034
c2_F_C1024,nativa,80,38,75.0,13.089
c2_F_C1024,nativa,80,39,77.78,13.04
c2_F_C1024,nativa,80,40,77.78,13.147
c2_F_C1024,nativa,80,41,83.33,13.367
c2_F_C1024,nativa,80,42,72.22,13.468
c2_F_C1024,nativa,80,43,86.11,13.46
c2_F_C1024,nativa,80,44,77.78,13.484
c2_F_C1024,nativa,80,45,72.22,13.664
c2_F_C1024,nativa,80,46,77.78,13.797
c2_F_C1024,nativa,80,47,66.67,13.826
c2_F_C1024,nativa,80,48,75.0,14.041
c2_F_C512,nativa,50,1,41.67,3.789
c2_F_C512,nativa,50,2,36.11,4.476
c2_F_C512,nativa,50,3,47.22,4.823
c2_F_C512,nativa,50,4,38.89,5.004
c2_F_C512,nativa,50,5,41.67,5.123
c2_F_C512,nativa,50,6,50.0,5.171
c2_F_C512,nativa,50,7,27.78,5.318
c2_F_C512,nativa,50,8,30.56,5.302
c2_F_C512,nativa,50,9,38.89,5.279
c2_F_C512,nativa,50,10,44.44,5.204
c2_F_C512,nativa,50,11,47.22,5.14
c2_F_C512,nativa,50,12,30.56,5.116
c2_F_C512,nativa,50,13,47.22,5.147
c2_F_C512,nativa,50,14,47.22,5.229
c2_F_C512,nativa,50,15,33.33,5.29
c2_F_C512,nativa,50,16,27.78,5.339
c2_F_C512,nativa,50,17,41.67,5.425
c2_F_C512,nativa,50,18,36.11,5.489
c2_F_C512,nativa,50,19,44.44,5.592
c2_F_C512,nativa,50,20,36.11,5.69
c2_F_C512,nativa,50,21,38.89,5.808
c2_F_C512,nativa,50,22,47.22,5.799
c2_F_C512,nativa,50,23,36.11,5.806
c2_F_C512,nativa,50,24,50.0,5.869
c2_F_C512,nativa,50,25,52.78,5.854
c2_F_C512,nativa,50,26,47.22,5.843
c2_F_C512,nativa,50,27,33.33,5.775
c2_F_C512,nativa,50,28,36.11,5.749
c2_F_C512,nativa,50,29,36.11,5.801
c2_F_C512,nativa,50,30,27.78,5.837
c2_F_C512,nativa,50,31,30.56,5.915
c2_F_C512,nativa,50,32,36.11,5.943
c2_F_C512,nativa,50,33,47.22,5.787
c2_F_C512,nativa,50,34,41.67,5.737
c2_F_C512,nativa,50,35,38.89,5.679
c2_F_C512,nativa,50,36,36.11,5.68
c2_F_C512,nativa,50,37,52.78,5.729
c2_F_C512,nativa,50,38,52.78,5.699
c2_F_C512,nativa,50,39,33.33,5.697
c2_F_C512,nativa,50,40,36.11,5.759
c2_F_C512,nativa,50,41,33.33,5.857
c2_F_C512,nativa,50,42,36.11,6.017
c2_F_C512,nativa,50,43,36.11,6.095
c2_F_C512,nativa,50,44,41.67,6.143
c2_F_C512,nativa,50,45,36.11,6.205
c2_F_C512,nativa,50,46,44.44,6.255
c2_F_C512,nativa,50,47,38.89,6.324
c2_F_C512,nativa,50,48,47.22,6.348
c2_F_C512,nativa,80,1,75.0,7.583
c2_F_C512,nativa,80,2,72.22,8.82
c2_F_C512,nativa,80,3,69.44,9.463
c2_F_C512,nativa,80,4,75.0,9.802
c2_F_C512,nativa,80,5,66.67,10.013
c2_F_C512,nativa,80,6,66.67,10.216
c2_F_C512,nativa,80,7,61.11,10.328
c2_F_C512,nativa,80,8,61.11,10.307
c2_F_C512,nativa,80,9,69.44,10.25
c2_F_C512,nativa,80,10,63.89,10.118
c2_F_C512,nativa,80,11,69.44,10.029
c2_F_C512,nativa,80,12,69.44,9.986
c2_F_C512,nativa,80,13,77.78,10.133
c2_F_C512,nativa,80,14,66.67,10.225
c2_F_C512,nativa,80,15,72.22,10.313
c2_F_C512,nativa,80,16,72.22,10.432
c2_F_C512,nativa,80,17,75.0,10.609
c2_F_C512,nativa,80,18,75.0,10.733
c2_F_C512,nativa,80,19,75.0,10.904
c2_F_C512,nativa,80,20,75.0,11.09
c2_F_C512,nativa,80,21,66.67,11.256
c2_F_C512,nativa,80,22,69.44,11.336
c2_F_C512,nativa,80,23,69.44,11.304
c2_F_C512,nativa,80,24,72.22,11.427
c2_F_C512,nativa,80,25,75.0,11.491
c2_F_C512,nativa,80,26,75.0,11.414
c2_F_C512,nativa,80,27,75.0,11.406
c2_F_C512,nativa,80,28,77.78,11.382
c2_F_C512,nativa,80,29,72.22,11.5
c2_F_C512,nativa,80,30,66.67,11.553
c2_F_C512,nativa,80,31,63.89,11.63
c2_F_C512,nativa,80,32,63.89,11.687
c2_F_C512,nativa,80,33,69.44,11.496
c2_F_C512,nativa,80,34,58.33,11.394
c2_F_C512,nativa,80,35,61.11,11.29
c2_F_C512,nativa,80,36,80.56,11.345
c2_F_C512,nativa,80,37,80.56,11.457
c2_F_C512,nativa,80,38,69.44,11.417
c2_F_C512,nativa,80,39,72.22,11.432
c2_F_C512,nativa,80,40,72.22,11.548
c2_F_C512,nativa,80,41,69.44,11.755
c2_F_C512,nativa,80,42,75.0,11.995
c2_F_C512,nativa,80,43,80.56,12.137
c2_F_C512,nativa,80,44,77.78,12.171
c2_F_C512,nativa,80,45,61.11,12.32
c2_F_C512,nativa,80,46,66.67,12.38
c2_F_C512,nativa,80,47,61.11,12.495
c2_F_C512,nativa,80,48,69.44,12.634
c2_U_C512,nativa,50,1,47.22,3.582
c2_U_C512,nativa,50,2,36.11,4.634
c2_U_C512,nativa,50,3,41.67,5.11
c2_U_C512,nativa,50,4,44.44,5.373
c2_U_C512,nativa,50,5,38.89,5.55
c2_U_C512,nativa,50,6,36.11,5.646
c2_U_C512,nativa,50,7,33.33,5.762
c2_U_C512,nativa,50,8,44.44,5.803
c2_U_C512,nativa,50,9,41.67,5.794
c2_U_C512,nativa,50,10,41.67,5.841
c2_U_C512,nativa,50,11,44.44,5.8
c2_U_C512,nativa,50,12,36.11,5.812
c2_U_C512,nativa,50,13,38.89,5.835
c2_U_C512,nativa,50,14,44.44,5.846
c2_U_C512,nativa,50,15,36.11,5.846
c2_U_C512,nativa,50,16,27.78,5.815
c2_U_C512,nativa,50,17,36.11,5.897
c2_U_C512,nativa,50,18,33.33,6.079
c2_U_C512,nativa,50,19,27.78,6.131
c2_U_C512,nativa,50,20,36.11,6.135
c2_U_C512,nativa,50,21,44.44,6.175
c2_U_C512,nativa,50,22,44.44,6.197
c2_U_C512,nativa,50,23,25.0,6.255
c2_U_C512,nativa,50,24,44.44,6.27
c2_U_C512,nativa,50,25,47.22,6.219
c2_U_C512,nativa,50,26,47.22,6.261
c2_U_C512,nativa,50,27,33.33,6.228
c2_U_C512,nativa,50,28,44.44,6.245
c2_U_C512,nativa,50,29,41.67,6.254
c2_U_C512,nativa,50,30,33.33,6.333
c2_U_C512,nativa,50,31,27.78,6.345
c2_U_C512,nativa,50,32,36.11,6.293
c2_U_C512,nativa,50,33,25.0,6.273
c2_U_C512,nativa,50,34,27.78,6.384
c2_U_C512,nativa,50,35,33.33,6.356
c2_U_C512,nativa,50,36,36.11,6.362
c2_U_C512,nativa,50,37,30.56,6.406
c2_U_C512,nativa,50,38,30.56,6.358
c2_U_C512,nativa,50,39,25.0,6.339
c2_U_C512,nativa,50,40,16.67,6.391
c2_U_C512,nativa,50,41,27.78,6.387
c2_U_C512,nativa,50,42,27.78,6.472
c2_U_C512,nativa,50,43,25.0,6.462
c2_U_C512,nativa,50,44,30.56,6.488
c2_U_C512,nativa,50,45,30.56,6.514
c2_U_C512,nativa,50,46,33.33,6.533
c2_U_C512,nativa,50,47,27.78,6.589
c2_U_C512,nativa,50,48,38.89,6.562
c2_U_C512,nativa,80,1,75.0,7.156
c2_U_C512,nativa,80,2,66.67,9.043
c2_U_C512,nativa,80,3,72.22,9.861
c2_U_C512,nativa,80,4,80.56,10.347
c2_U_C512,nativa,80,5,75.0,10.615
c2_U_C512,nativa,80,6,72.22,10.902
c2_U_C512,nativa,80,7,63.89,11.003
c2_U_C512,nativa,80,8,72.22,11.051
c2_U_C512,nativa,80,9,66.67,11.044
c2_U_C512,nativa,80,10,69.44,11.146
c2_U_C512,nativa,80,11,69.44,11.122
c2_U_C512,nativa,80,12,72.22,11.112
c2_U_C512,nativa,80,13,69.44,11.174
c2_U_C512,nativa,80,14,69.44,11.214
c2_U_C512,nativa,80,15,72.22,11.229
c2_U_C512,nativa,80,16,72.22,11.153
c2_U_C512,nativa,80,17,80.56,11.482
c2_U_C512,nativa,80,18,69.44,11.658
c2_U_C512,nativa,80,19,75.0,11.711
c2_U_C512,nativa,80,20,75.0,11.769
c2_U_C512,nativa,80,21,72.22,11.796
c2_U_C512,nativa,80,22,69.44,11.935
c2_U_C512,nativa,80,23,66.67,11.953
c2_U_C512,nativa,80,24,72.22,11.978
c2_U_C512,nativa,80,25,75.0,11.968
c2_U_C512,nativa,80,26,69.44,11.968
c2_U_C512,nativa,80,27,66.67,12.013
c2_U_C512,nativa,80,28,69.44,12.107
c2_U_C512,nativa,80,29,58.33,12.116
c2_U_C512,nativa,80,30,63.89,12.261
c2_U_C512,nativa,80,31,66.67,12.176
c2_U_C512,nativa,80,32,63.89,12.162
c2_U_C512,nativa,80,33,66.67,12.299
c2_U_C512,nativa,80,34,63.89,12.374
c2_U_C512,nativa,80,35,58.33,12.343
c2_U_C512,nativa,80,36,63.89,12.374
c2_U_C512,nativa,80,37,61.11,12.435
c2_U_C512,nativa,80,38,55.56,12.502
c2_U_C512,nativa,80,39,63.89,12.475
c2_U_C512,nativa,80,40,58.33,12.527
c2_U_C512,nativa,80,41,50.0,12.551
c2_U_C512,nativa,80,42,61.11,12.635
c2_U_C512,nativa,80,43,69.44,12.651
c2_U_C512,nativa,80,44,66.67,12.7
c2_U_C512,nativa,80,45,63.89,12.729
c2_U_C512,nativa,80,46,66.67,12.73
c2_U_C512,nativa,80,47,63.89,12.742
c2_U_C512,nativa,80,48,63.89,12.817
c2_F_C128,nativa,50,1,38.89,3.847
c2_F_C128,nativa,50,2,30.56,4.544
c2_F_C128,nativa,50,3,36.11,4.979
c2_F_C128,nativa,50,4,33.33,5.243
c2_F_C128,nativa,50,5,47.22,5.5
c2_F_C128,nativa,50,6,38.89,5.571
c2_F_C128,nativa,50,7,36.11,5.689
c2_F_C128,nativa,50,8,30.56,5.691
c2_F_C128,nativa,50,9,47.22,5.725
c2_F_C128,nativa,50,10,33.33,5.666
c2_F_C128,nativa,50,11,52.78,5.563
c2_F_C128,nativa,50,12,47.22,5.418
c2_F_C128,nativa,50,13,50.0,5.452
c2_F_C128,nativa,50,14,38.89,5.507
c2_F_C128,nativa,50,15,38.89,5.589
c2_F_C128,nativa,50,16,38.89,5.677
c2_F_C128,nativa,50,17,41.67,6.09
c2_F_C128,nativa,50,18,47.22,6.206
c2_F_C128,nativa,50,19,50.0,6.369
c2_F_C128,nativa,50,20,55.56,6.547
c2_F_C128,nativa,50,21,44.44,6.747
c2_F_C128,nativa,50,22,44.44,6.793
c2_F_C128,nativa,50,23,50.0,6.85
c2_F_C128,nativa,50,24,47.22,6.844
c2_F_C128,nativa,50,25,52.78,6.847
c2_F_C128,nativa,50,26,50.0,6.912
c2_F_C128,nativa,50,27,47.22,6.894
c2_F_C128,nativa,50,28,44.44,6.875
c2_F_C128,nativa,50,29,44.44,6.968
c2_F_C128,nativa,50,30,44.44,6.929
c2_F_C128,nativa,50,31,33.33,6.967
c2_F_C128,nativa,50,32,44.44,6.996
c2_F_C128,nativa,50,33,44.44,6.834
c2_F_C128,nativa,50,34,33.33,6.747
c2_F_C128,nativa,50,35,41.67,6.647
c2_F_C128,nativa,50,36,44.44,6.663
c2_F_C128,nativa,50,37,47.22,6.697
c2_F_C128,nativa,50,38,36.11,6.681
c2_F_C128,nativa,50,39,36.11,6.753
c2_F_C128,nativa,50,40,36.11,6.847
c2_F_C128,nativa,50,41,38.89,6.984
c2_F_C128,nativa,50,42,41.67,7.167
c2_F_C128,nativa,50,43,44.44,7.335
c2_F_C128,nativa,50,44,47.22,7.506
c2_F_C128,nativa,50,45,44.44,7.671
c2_F_C128,nativa,50,46,41.67,7.734
c2_F_C128,nativa,50,47,41.67,7.836
c2_F_C128,nativa,50,48,44.44,7.808
c2_F_C128,nativa,80,1,75.0,7.731
c2_F_C128,nativa,80,2,72.22,9.042
c2_F_C128,nativa,80,3,69.44,9.833
c2_F_C128,nativa,80,4,80.56,10.301
c2_F_C128,nativa,80,5,77.78,10.751
c2_F_C128,nativa,80,6,75.0,10.937
c2_F_C128,nativa,80,7,63.89,11.063
c2_F_C128,nativa,80,8,75.0,11.126
c2_F_C128,nativa,80,9,80.56,11.182
c2_F_C128,nativa,80,10,75.0,11.107
c2_F_C128,nativa,80,11,72.22,10.991
c2_F_C128,nativa,80,12,75.0,10.752
c2_F_C128,nativa,80,13,77.78,10.828
c2_F_C128,nativa,80,14,72.22,10.917
c2_F_C128,nativa,80,15,75.0,11.059
c2_F_C128,nativa,80,16,75.0,11.173
c2_F_C128,nativa,80,17,86.11,12.155
c2_F_C128,nativa,80,18,83.33,12.365
c2_F_C128,nativa,80,19,83.33,12.545
c2_F_C128,nativa,80,20,75.0,12.861
c2_F_C128,nativa,80,21,69.44,13.202
c2_F_C128,nativa,80,22,77.78,13.331
c2_F_C128,nativa,80,23,66.67,13.324
c2_F_C128,nativa,80,24,75.0,13.368
c2_F_C128,nativa,80,25,77.78,13.414
c2_F_C128,nativa,80,26,77.78,13.475
c2_F_C128,nativa,80,27,83.33,13.556
c2_F_C128,nativa,80,28,86.11,13.536
c2_F_C128,nativa,80,29,80.56,13.736
c2_F_C128,nativa,80,30,75.0,13.729
c2_F_C128,nativa,80,31,63.89,13.77
c2_F_C128,nativa,80,32,69.44,13.801
c2_F_C128,nativa,80,33,69.44,13.73
c2_F_C128,nativa,80,34,75.0,13.545
c2_F_C128,nativa,80,35,72.22,13.314
c2_F_C128,nativa,80,36,77.78,13.377
c2_F_C128,nativa,80,37,83.33,13.412
c2_F_C128,nativa,80,38,80.56,13.494
c2_F_C128,nativa,80,39,77.78,13.635
c2_F_C128,nativa,80,40,75.0,13.795
c2_F_C128,nativa,80,41,72.22,14.053
c2_F_C128,nativa,80,42,80.56,14.348
c2_F_C128,nativa,80,43,83.33,14.672
c2_F_C128,nativa,80,44,77.78,14.972
c2_F_C128,nativa,80,45,69.44,15.314
c2_F_C128,nativa,80,46,75.0,15.464
c2_F_C128,nativa,80,47,69.44,15.557
c2_F_C128,nativa,80,48,80.56,15.611
c2_ens_ctx_F,nativa,50,1,41.67,3.803
c2_ens_ctx_F,nativa,50,2,38.89,4.495
c2_ens_ctx_F,nativa,50,3,38.89,4.878
c2_ens_ctx_F,nativa,50,4,36.11,5.088
c2_ens_ctx_F,nativa,50,5,41.67,5.265
c2_ens_ctx_F,nativa,50,6,47.22,5.326
c2_ens_ctx_F,nativa,50,7,41.67,5.44
c2_ens_ctx_F,nativa,50,8,25.0,5.45
c2_ens_ctx_F,nativa,50,9,50.0,5.466
c2_ens_ctx_F,nativa,50,10,44.44,5.417
c2_ens_ctx_F,nativa,50,11,47.22,5.369
c2_ens_ctx_F,nativa,50,12,44.44,5.311
c2_ens_ctx_F,nativa,50,13,52.78,5.347
c2_ens_ctx_F,nativa,50,14,47.22,5.407
c2_ens_ctx_F,nativa,50,15,38.89,5.457
c2_ens_ctx_F,nativa,50,16,41.67,5.521
c2_ens_ctx_F,nativa,50,17,47.22,5.717
c2_ens_ctx_F,nativa,50,18,47.22,5.797
c2_ens_ctx_F,nativa,50,19,47.22,5.913
c2_ens_ctx_F,nativa,50,20,44.44,6.036
c2_ens_ctx_F,nativa,50,21,41.67,6.17
c2_ens_ctx_F,nativa,50,22,47.22,6.19
c2_ens_ctx_F,nativa,50,23,44.44,6.222
c2_ens_ctx_F,nativa,50,24,52.78,6.254
c2_ens_ctx_F,nativa,50,25,50.0,6.251
c2_ens_ctx_F,nativa,50,26,55.56,6.288
c2_ens_ctx_F,nativa,50,27,38.89,6.233
c2_ens_ctx_F,nativa,50,28,50.0,6.229
c2_ens_ctx_F,nativa,50,29,47.22,6.304
c2_ens_ctx_F,nativa,50,30,38.89,6.311
c2_ens_ctx_F,nativa,50,31,33.33,6.355
c2_ens_ctx_F,nativa,50,32,47.22,6.387
c2_ens_ctx_F,nativa,50,33,50.0,6.299
c2_ens_ctx_F,nativa,50,34,47.22,6.262
c2_ens_ctx_F,nativa,50,35,38.89,6.206
c2_ens_ctx_F,nativa,50,36,47.22,6.24
c2_ens_ctx_F,nativa,50,37,50.0,6.291
c2_ens_ctx_F,nativa,50,38,55.56,6.276
c2_ens_ctx_F,nativa,50,39,36.11,6.292
c2_ens_ctx_F,nativa,50,40,36.11,6.354
c2_ens_ctx_F,nativa,50,41,38.89,6.468
c2_ens_ctx_F,nativa,50,42,47.22,6.607
c2_ens_ctx_F,nativa,50,43,47.22,6.678
c2_ens_ctx_F,nativa,50,44,44.44,6.76
c2_ens_ctx_F,nativa,50,45,44.44,6.867
c2_ens_ctx_F,nativa,50,46,44.44,6.918
c2_ens_ctx_F,nativa,50,47,36.11,6.998
c2_ens_ctx_F,nativa,50,48,44.44,7.01
c2_ens_ctx_F,nativa,80,1,77.78,7.651
c2_ens_ctx_F,nativa,80,2,72.22,8.919
c2_ens_ctx_F,nativa,80,3,69.44,9.628
c2_ens_ctx_F,nativa,80,4,80.56,10.003
c2_ens_ctx_F,nativa,80,5,72.22,10.328
c2_ens_ctx_F,nativa,80,6,72.22,10.533
c2_ens_ctx_F,nativa,80,7,63.89,10.623
c2_ens_ctx_F,nativa,80,8,69.44,10.669
c2_ens_ctx_F,nativa,80,9,75.0,10.683
c2_ens_ctx_F,nativa,80,10,66.67,10.606
c2_ens_ctx_F,nativa,80,11,72.22,10.551
c2_ens_ctx_F,nativa,80,12,77.78,10.46
c2_ens_ctx_F,nativa,80,13,77.78,10.589
c2_ens_ctx_F,nativa,80,14,75.0,10.673
c2_ens_ctx_F,nativa,80,15,80.56,10.762
c2_ens_ctx_F,nativa,80,16,75.0,10.88
c2_ens_ctx_F,nativa,80,17,83.33,11.378
c2_ens_ctx_F,nativa,80,18,83.33,11.522
c2_ens_ctx_F,nativa,80,19,83.33,11.681
c2_ens_ctx_F,nativa,80,20,80.56,11.911
c2_ens_ctx_F,nativa,80,21,75.0,12.13
c2_ens_ctx_F,nativa,80,22,75.0,12.242
c2_ens_ctx_F,nativa,80,23,69.44,12.242
c2_ens_ctx_F,nativa,80,24,75.0,12.323
c2_ens_ctx_F,nativa,80,25,83.33,12.393
c2_ens_ctx_F,nativa,80,26,80.56,12.391
c2_ens_ctx_F,nativa,80,27,83.33,12.414
c2_ens_ctx_F,nativa,80,28,80.56,12.427
c2_ens_ctx_F,nativa,80,29,77.78,12.573
c2_ens_ctx_F,nativa,80,30,77.78,12.619
c2_ens_ctx_F,nativa,80,31,66.67,12.653
c2_ens_ctx_F,nativa,80,32,69.44,12.708
c2_ens_ctx_F,nativa,80,33,72.22,12.648
c2_ens_ctx_F,nativa,80,34,66.67,12.562
c2_ens_ctx_F,nativa,80,35,66.67,12.444
c2_ens_ctx_F,nativa,80,36,80.56,12.534
c2_ens_ctx_F,nativa,80,37,80.56,12.634
c2_ens_ctx_F,nativa,80,38,77.78,12.667
c2_ens_ctx_F,nativa,80,39,80.56,12.702
c2_ens_ctx_F,nativa,80,40,80.56,12.83
c2_ens_ctx_F,nativa,80,41,77.78,13.058
c2_ens_ctx_F,nativa,80,42,77.78,13.27
c2_ens_ctx_F,nativa,80,43,86.11,13.423
c2_ens_ctx_F,nativa,80,44,77.78,13.542
c2_ens_ctx_F,nativa,80,45,69.44,13.766
c2_ens_ctx_F,nativa,80,46,72.22,13.88
c2_ens_ctx_F,nativa,80,47,63.89,13.959
c2_ens_ctx_F,nativa,80,48,77.78,14.095
xgb_E1,nativa,50,1,30.56,3.398
xgb_E1,nativa,50,2,41.67,5.088
xgb_E1,nativa,50,3,41.67,5.562
xgb_E1,nativa,50,4,30.56,5.315
xgb_E1,nativa,50,5,41.67,5.345
xgb_E1,nativa,50,6,47.22,5.207
xgb_E1,nativa,50,7,36.11,5.478
xgb_E1,nativa,50,8,36.11,5.508
xgb_E1,nativa,50,9,47.22,5.371
xgb_E1,nativa,50,10,41.67,5.338
xgb_E1,nativa,50,11,50.0,5.53
xgb_E1,nativa,50,12,44.44,5.515
xgb_E1,nativa,50,13,50.0,5.758
xgb_E1,nativa,50,14,44.44,5.748
xgb_E1,nativa,50,15,47.22,5.835
xgb_E1,nativa,50,16,47.22,5.463
xgb_E1,nativa,50,17,47.22,5.653
xgb_E1,nativa,50,18,44.44,5.78
xgb_E1,nativa,50,19,41.67,5.651
xgb_E1,nativa,50,20,44.44,5.62
xgb_E1,nativa,50,21,36.11,5.476
xgb_E1,nativa,50,22,36.11,5.64
xgb_E1,nativa,50,23,27.78,5.252
xgb_E1,nativa,50,24,33.33,5.368
xgb_E1,nativa,50,25,52.78,5.6
xgb_E1,nativa,50,26,44.44,5.864
xgb_E1,nativa,50,27,36.11,6.143
xgb_E1,nativa,50,28,30.56,5.76
xgb_E1,nativa,50,29,30.56,5.983
xgb_E1,nativa,50,30,36.11,5.956
xgb_E1,nativa,50,31,33.33,6.137
xgb_E1,nativa,50,32,33.33,6.287
xgb_E1,nativa,50,33,36.11,6.284
xgb_E1,nativa,50,34,27.78,6.318
xgb_E1,nativa,50,35,33.33,6.281
xgb_E1,nativa,50,36,52.78,6.392
xgb_E1,nativa,50,37,47.22,6.566
xgb_E1,nativa,50,38,47.22,6.579
xgb_E1,nativa,50,39,47.22,6.708
xgb_E1,nativa,50,40,44.44,6.342
xgb_E1,nativa,50,41,27.78,6.342
xgb_E1,nativa,50,42,33.33,6.251
xgb_E1,nativa,50,43,33.33,6.267
xgb_E1,nativa,50,44,36.11,6.065
xgb_E1,nativa,50,45,36.11,5.84
xgb_E1,nativa,50,46,36.11,5.654
xgb_E1,nativa,50,47,33.33,5.874
xgb_E1,nativa,50,48,33.33,5.964
xgb_E1,nativa,80,1,63.89,6.495
xgb_E1,nativa,80,2,63.89,9.102
xgb_E1,nativa,80,3,72.22,9.643
xgb_E1,nativa,80,4,77.78,9.479
xgb_E1,nativa,80,5,66.67,9.909
xgb_E1,nativa,80,6,69.44,9.706
xgb_E1,nativa,80,7,61.11,10.116
xgb_E1,nativa,80,8,66.67,10.266
xgb_E1,nativa,80,9,72.22,10.434
xgb_E1,nativa,80,10,75.0,10.869
xgb_E1,nativa,80,11,75.0,10.949
xgb_E1,nativa,80,12,77.78,11.088
xgb_E1,nativa,80,13,83.33,11.116
xgb_E1,nativa,80,14,77.78,11.216
xgb_E1,nativa,80,15,80.56,11.109
xgb_E1,nativa,80,16,72.22,10.903
xgb_E1,nativa,80,17,86.11,10.981
xgb_E1,nativa,80,18,80.56,10.835
xgb_E1,nativa,80,19,77.78,10.785
xgb_E1,nativa,80,20,69.44,10.605
xgb_E1,nativa,80,21,63.89,10.36
xgb_E1,nativa,80,22,66.67,10.169
xgb_E1,nativa,80,23,55.56,10.325
xgb_E1,nativa,80,24,63.89,10.276
xgb_E1,nativa,80,25,61.11,10.23
xgb_E1,nativa,80,26,66.67,10.449
xgb_E1,nativa,80,27,69.44,11.095
xgb_E1,nativa,80,28,63.89,10.726
xgb_E1,nativa,80,29,55.56,10.965
xgb_E1,nativa,80,30,63.89,10.964
xgb_E1,nativa,80,31,55.56,11.322
xgb_E1,nativa,80,32,61.11,11.599
xgb_E1,nativa,80,33,63.89,12.145
xgb_E1,nativa,80,34,66.67,12.298
xgb_E1,nativa,80,35,66.67,12.304
xgb_E1,nativa,80,36,75.0,12.057
xgb_E1,nativa,80,37,75.0,12.373
